subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
tpl-MNI152NLin2009cAsym_res-02_desc-brain_T1w,1913904.5,313977.9,308965.4,11340.908,881.203,24390.281,65080.47,9990.908,5708.851,7632.213,2399.479,1015.483,3062.748,28921.621,5499.804,2146.952,359627.53,889.161,5694.392,312320.4,304828.47,10560.978,821.816,23890.252,64487.598,9725.736,5667.025,7352.658,2423.023,5628.755,2285.232,888.538,5798.704,2836.054,3003.985,9246.882,5719.718,4155.035,13803.843,15014.442,12811.684,3786.054,14316.057,10455.083,10425.53,7354.944,13560.997,3045.15,5285.19,5925.206,3172.703,5897.814,4597.534,13132.829,6505.114,14632.032,11804.508,3373.79,17497.744,24572.021,15699.938,13571.41,12332.33,3120.474,4733.388,1912.77,9006.828,3469.173,4305.059,8957.294,4761.984,4396.98,14734.949,19705.527,14138.173,5241.74,14364.723,10322.476,10906.393,7870.305,14183.061,4260.976,5576.069,5580.346,4659.884,6698.2,3420.48,12274.634,5753.898,15575.801,13512.054,3204.248,16251.732,24705.012,16621.908,12046.661,12416.431,3262.386,4694.904,2613.068,9502.717
