subject,general white matter,general grey matter,general csf,cerebellum,brainstem,thalamus,putamen+pallidum,hippocampus+amygdala
tpl-MNI152NLin2009cAsym_res-02_desc-brain_T1w,0.8738,0.7427,0.7877,0.8632,0.8849,0.8555,0.9076,0.8829
